!SIL 1.0	SIL
<UNK> 1.0	SPN
tüyelim 1.0	t y j e l i m
arap 1.0	a r a p
sefil 1.0	s e f i l
sek 1.0	s e c
dileki 1.0	d i 5 e k i
almanya 1.0	a 5 m a n j a
ayağım 1.0	a j a 1 m
ayağım 1.0	a j a G 1 m
ayağım 1.0	a j a: m
rezaletti 1.0	r e z a l e t t i
hoşlanmıyor 1.0	h o S 5 a n m 1 j o
hoşlanmıyor 1.0	h o S 5 a n m 1 j o r
peşimden 1.0	p e S i m d e n
tanıdın 1.0	t a n 1 d 1 n
vasiyetlerini 1.0	v a s i j e t l e r i n i
cennette 1.0	dZ e n n e t t e
ettikleri 1.0	e t t i c l e r i
işitildi 1.0	i S i t i l d i
yapabileceğimin 1.0	j a p a b i l e dZ e G i m i n
yapabileceğimin 1.0	j a p a b i l e dZ e j i m i n
yapabileceğimin 1.0	j a p a b i l e dZ i: m i n
fikirde 1.0	f i c i r d e
sabit 1.0	s a b i t
yakışıklı 1.0	j a k 1 S 1 k 5 1
sabırsızlığı 1.0	s a b 1 r s 1 z 5 1:
sabırsızlığı 1.0	s a b 1 r s 1 z 5 1 G 1
biriyim 1.0	b i r i j i m
kalktılar 1.0	k a 5 k t 1 5 a r
alıyorsun 1.0	a 5 1 j o r s u n
alıyorsun 1.0	a 5 1 j o s u n
insanlarla 1.0	i n s a n 5 a r 5 a
insanlarla 1.0	i n s a n n a r 5 a
fransa 1.0	f r a n s a
çalışabileceksiniz 1.0	tS a 5 1 S a b i l e dZ e c s i n i z
diyebildi 1.0	d i j e b i l d i
ödevim 1.0	2 d e v i m
açılırım 1.0	a tS 1 5 1 r 1 m
bulamıyordu 1.0	b u 5 a m 1 j o d u
bulamıyordu 1.0	b u 5 a m 1 j o r d u
ölüyordun 1.0	2 l y j o d u n
ölüyordun 1.0	2 l y j o r d u n
olmayın 1.0	o 5 m a j 1 n
derslerde 1.0	d e r s l e r d e
olursanız 1.0	o 5 u r s a n 1 z
faydalıdır 1.0	f a j d a 5 1 d 1 r
yaratmak 1.0	j a r a t m a k
istediğimiz 1.0	i s t e d i G i m i z
istediğimiz 1.0	i s t e d i: m i z
malları 1.0	m a 5 5 a r 1
değiştirerek 1.0	d e G i S t i r e r e c
değiştirerek 1.0	d e j i S t i r e r e c
değiştirerek 1.0	d i: S t i r e r e c
piyasaya 1.0	p i j a s a j a
sürmekten 1.0	s y r m e c t e n
çakırcalı 1.0	tS a k 1 r dZ a 5 1
beyhude 1.0	b e j h u d e
beklemişti 1.0	b e c l e m i S t i
çekilmedi 1.0	tS e c i l m e d i
aşama 1.0	a S a m a
konuşmana 1.0	k o n u S m a n a
tur 1.0	t u r
kalkarken 1.0	k a 5 k a r c e n
giyinirken 1.0	gj i j i n i r c e n
imparatora 1.0	i m p a r a t o r a
kartal 1.0	k a r t a 5
gönderdiği 1.0	gj 2 n d e r d i:
gönderdiği 1.0	gj 2 n d e r d i G i
çobanı 1.0	tS o b a n 1
beklerken 1.0	b e c l e r c e n
kitap 1.0	c i t a p
oturayım 1.0	o t u r a j 1 m
insanıyım 1.0	i n s a n 1 j 1 m
yapmamızı 1.0	j a p m a m 1 z 1
lösemi 1.0	l 2 s e m i
mırıldanmış 1.0	m 1 r 1 5 d a n m 1 S
bastığı 1.0	b a s t 1:
bastığı 1.0	b a s t 1 G 1
bağrından 1.0	b a G r 1 n d a n
bağrından 1.0	b a: r 1 n d a n
çarpmamak 1.0	tS a r p m a m a k
asılı 1.0	a s 1 5 1
arabam 1.0	a r a b a m
yaşındalar 1.0	j a S 1 n d a 5 a r
ölmekten 1.0	2 l m e c t e n
korkuyorsun 1.0	k o r k u j o r s u n
korkuyorsun 1.0	k o r k u j o s u n
değildin 1.0	d e G i l d i n
değildin 1.0	d e j i l d i n
değildin 1.0	d i: l d i n
prensesim 1.0	p i r e n s e s i m
nutkum 1.0	n u t k u m
koyma 1.0	k o j m a
bekârlardan 1.0	b e k a r 5 a r d a n
teklifim 1.0	t e c l i f i m
fikirleri 1.0	f i c i r l e r i
telakkileri 1.0	t e l a k c i l e r i
münasip 1.0	m y n a s i p
tanıştığıma 1.0	t a n 1 S t 1 G 1 m a
tanıştığıma 1.0	t a n 1 S t 1: m a
japon 1.0	Z a p o n
karşında 1.0	k a r S 1 n d a
yakışıklıydı 1.0	j a k 1 S 1 k 5 1 j d 1
hamallar 1.0	h a m a 5 5 a r
sürtünerek 1.0	s y r t y n e r e c
korkutma 1.0	k o r k u t m a
ellerinizi 1.0	e l l e r i n i z i
yapmamıştım 1.0	j a p m a m 1 S t 1 m
kramp 1.0	k 1 r a m p
ekselans 1.0	e c s e l a n s
şanslı 1.0	S a n s 5 1
ettik 1.0	e t t i c
gemilerinin 1.0	gj e m i l e r i n i n
hediye 1.0	h e d i j e
edecektik 1.0	e d e dZ e c t i c
kustum 1.0	k u s t u m
meraktan 1.0	m e r a k t a n
robotlar 1.0	r o b o t 5 a r
öldürmedin 1.0	2 l d y r m e d i n
meselem 1.0	m e s e l e m
geciktin 1.0	gj e dZ i c t i n
görevi 1.0	gj 2 r e v i
medeniyetler 1.0	m e d e n i j e t l e r
paniğe 1.0	p a n i G e
paniğe 1.0	p a n i j e
kapılma 1.0	k a p 1 5 m a
kaybolanlar 1.0	k a j b o 5 a n 5 a r
kaybolanlar 1.0	k a j b o 5 a n n a r
viktorla 1.0	v i k t o r 5 a
suzandı 1.0	s u z a n d 1
çiseliyordu 1.0	tS i s e l i j o d u
çiseliyordu 1.0	tS i s e l i j o r d u
istirahatten 1.0	i s t i r a h a t t e n
dramlar 1.0	d 1 r a m 5 a r
kahkahalı 1.0	k a h k a h a 5 1
komediler 1.0	k o m e d i l e r
yürüdüğün 1.0	j y r y d y G y n
yürüdüğün 1.0	j y r y d y: n
sürecek 1.0	s y r e dZ e c
konuşmuş 1.0	k o n u S m u S
sayılmazlardı 1.0	s a j 1 5 m a z 5 a r d 1
yandın 1.0	j a n d 1 n
halil 1.0	h a 5 i 5
memleketten 1.0	m e m l e c e t t e n
dayısı 1.0	d a j 1 s 1
gibiler 1.0	gj i b i l e r
cıvıttı 1.0	dZ 1 v 1 t t 1
anlamadınız 1.0	a n 5 a m a d 1 n 1 z
anlamadınız 1.0	a n n a m a d 1 n 1 z
öldürsün 1.0	2 l d y r s y n
delikanlıdan 1.0	d e l i c a n 5 1 d a n
delikanlıdan 1.0	d e l i c a n n 1 d a n
saatleri 1.0	s a a t l e r i
çıkarmak 1.0	tS 1 k a r m a k
yaptırdı 1.0	j a p t 1 r d 1
olacaksın 1.0	o 5 a dZ a k s 1 n
çekmediğim 1.0	tS e c m e d i G i m
çekmediğim 1.0	tS e c m e d i: m
komediyle 1.0	k o m e d i j l e
korkmuyorsun 1.0	k o r k m u j o r s u n
korkmuyorsun 1.0	k o r k m u j o s u n
koridordan 1.0	k o r i d o r d a n
geçtiler 1.0	gj e tS t i l e r
çıktılar 1.0	tS 1 k t 1 5 a r
salona 1.0	s a 5 o n a
satırlara 1.0	s a t 1 r 5 a r a
diyeceğimi 1.0	d i j e dZ e G i m i
diyeceğimi 1.0	d i j e dZ e j i m i
diyeceğimi 1.0	d i j e dZ i: m i
kılıkları 1.0	k 1 5 1 k 5 a r 1
ayanı 1.0	a j a n 1
ayanı 1.0	a j a: n 1
muhtarı 1.0	m u h t a r 1
tekrarlıyorum 1.0	t e c r a r 5 1 j o r u m
oralara 1.0	o r a 5 a r a
asayişten 1.0	a: s a: j i S t e n
vergi 1.0	v e r gj i
tahsilini 1.0	t a h s i l i n i
ısırdı 1.0	1 s 1 r d 1
ölsem 1.0	2 l s e m
gitsek 1.0	gj i t s e c
herifleri 1.0	h e r i f l e r i
güldürürüz 1.0	gj y l d y r y r y z
şanslısın 1.0	S a n s 5 1 s 1 n
içerim 1.0	i tS e r i m
gösterdim 1.0	gj 2 s t e r d i m
hafızası 1.0	h a: f 1 z a s 1
hissettirmeden 1.0	h i s s e t t i r m e d e n
inzibatını 1.0	i n z i b a: t 1 n 1
temine 1.0	t e m i n e
apartman 1.0	a p a r t m a n
uşağı 1.0	u S a:
uşağı 1.0	u S a 1
uşağı 1.0	u S a G 1
naziksiniz 1.0	n a z i c s i n i z
zayıflamışlar 1.0	z a j 1 f 5 a m 1 S 5 a r
sararmışlar 1.0	s a r a r m 1 S 5 a r
boğazlarına 1.0	b o: a z 5 a r 1 n a
boğazlarına 1.0	b o G a z 5 a r 1 n a
batmışlardı 1.0	b a t m 1 S 5 a r d 1
zekalı 1.0	z e c a 5 1
girsene 1.0	gj i r s e n e
manevi 1.0	m a n e v i
tarafıydı 1.0	t a r a f 1 j d 1
tamamdır 1.0	t a m a m d 1 r
âmin 1.0	e a m i n
eseri 1.0	e s e r i
görülmedi 1.0	gj 2 r y l m e d i
yerdeler 1.0	j e r d e l e r
güneşi 1.0	gj y n e S i
bulutların 1.0	b u 5 u t 5 a r 1 n
dilini 1.0	d i l i n i
görebilirdik 1.0	gj 2 r e b i l i r d i c
seviştiler 1.0	s e v i S t i l e r
aşkları 1.0	a S k 5 a r 1
değiştikçe 1.0	d e G i S t i c tS e
değiştikçe 1.0	d e j i S t i c tS e
değiştikçe 1.0	d i: S t i c tS e
değişen 1.0	d e G i S e n
değişen 1.0	d e j i S e n
değişen 1.0	d i: S e n
aktris 1.0	a k t r i s
sevdalarından 1.0	s e v d a 5 a r 1 n d a n
melodi 1.0	m e l o d i
çalarak 1.0	tS a 5 a r a k
yook 1.0	j o o k
okuyacak 1.0	o k u j a dZ a k
yukarıdan 1.0	j u k a r 1 d a n
ağlayan 1.0	a: 5 a j a n
ağlayan 1.0	a G 5 a j a n
ağlayacaktı 1.0	a: 5 a j a dZ a k t 1
ağlayacaktı 1.0	a G 5 a j a dZ a k t 1
ateşçi 1.0	a t e S tS i
yaşındaydı 1.0	j a S 1 n d a j d 1
budalalar 1.0	b u d a 5 a 5 a r
haddinden 1.0	h a d d i n d e n
şımartmışlardı 1.0	S 1 m a r t m 1 S 5 a r d 1
buruşturdu 1.0	b u r u S t u r d u
sürprizim 1.0	s y r p r i z i m
ötesini 1.0	2 t e s i n i
kalede 1.0	k a l e d e
gölgesini 1.0	gj 2 l gj e s i n i
zannederek 1.0	z a n n e d e r e c
kafasına 1.0	k a f a s 1 n a
yerleştirirdi 1.0	j e r l e S t i r i r d i
kaymakamla 1.0	k a j m a k a m 5 a
dönmeli 1.0	d 2 n m e l i
çatarak 1.0	tS a t a r a k
vızıldanıyordu 1.0	v 1 z 1 5 d a n 1 j o r d u
gazla 1.0	gj a z 5 a
konuşmamak 1.0	k o n u S m a m a k
bahaneler 1.0	b a h a: n e l e r
buluyor 1.0	b u 5 u j o
buluyor 1.0	b u 5 u j o r
rastlamaya 1.0	r a s t 5 a m a j a
kandillerin 1.0	k a n d i l l e r i n
civciv 1.0	dZ i v dZ i v
küçükler 1.0	c y tS y c l e r
oynak 1.0	o j n a k
alevlerle 1.0	a l e v l e r l e
kıpırdıyorlardı 1.0	k 1 p 1 r d 1 j o r 5 a r d 1
bahsedeceklerdir 1.0	b a h s e d e dZ e c l e r d i r
yuvarlak 1.0	j u v a r 5 a k
odaydı 1.0	o d a j d 1
bahsedildi 1.0	b a h s e d i l d i
tutuklusun 1.0	t u t u k 5 u s u n
unutmuştu 1.0	u n u t m u S t u
çıldırdınız 1.0	tS 1 5 d 1 r d 1 n 1 z
götüremediysen 1.0	gj 2 t y r e m e d i j s e n
arıyor 1.0	a r 1 j o
arıyor 1.0	a r 1 j o r
durdukça 1.0	d u r d u k tS a
hayri 1.0	h a j r i
neferle 1.0	n e f e r l e
odacı 1.0	o d a dZ 1
sofralara 1.0	s o f r a 5 a r a
hizmet 1.0	h i z m e t
yorucu 1.0	j o r u dZ u
dağınıktı 1.0	d a 1 n 1 k t 1
dağınıktı 1.0	d a G 1 n 1 k t 1
dağınıktı 1.0	d a: n 1 k t 1
getirten 1.0	gj e t i r t e n
dinlemeden 1.0	d i n l e m e d e n
dinlemeden 1.0	d i n n e m e d e n
sormuyorsunuz 1.0	s o r m u j o r s u n u z
sormuyorsunuz 1.0	s o r m u j o s u n u z
muhafızlar 1.0	m u h a f 1 z 5 a r
cidden 1.0	dZ i d d e n
uğurlar 1.0	u G u r 5 a r
uğurlar 1.0	u: r 5 a r
cümlenize 1.0	dZ y m l e n i z e
nakit 1.0	n a c i t
bayağı 1.0	b a j a:
bayağı 1.0	b a j a 1
bayağı 1.0	b a j a G 1
tavırlı 1.0	t a v 1 r 5 1
dış 1.0	d 1 S
görünüşü 1.0	gj 2 r y n y S y
birisiydi 1.0	b i r i s i j d i
niyetim 1.0	n i j e t i m
gitmekti 1.0	gj i t m e c t i
tatlısın 1.0	t a t 5 1 s 1 n
görüşüyorum 1.0	gj 2 r y S y j o r u m
yavuklun 1.0	j a v u k 5 u n
mavzeri 1.0	m a v z e r i
kaçabilirdim 1.0	k a tS a b i l i r d i m
darmadağındı 1.0	d a r m a d a 1 n d 1
darmadağındı 1.0	d a r m a d a G 1 n d 1
darmadağındı 1.0	d a r m a d a: n d 1
dolaşıyor 1.0	d o 5 a S 1 j o
dolaşıyor 1.0	d o 5 a S 1 j o r
hanımellerinden 1.0	h a n 1 m e 5 5 e r i n d e n
taç 1.0	t a tS
duydular 1.0	d u j d u 5 a r
söyledikten 1.0	s 2 j l e d i c t e n
çıkanın 1.0	tS 1 k a n 1 n
anladı 1.0	a n 5 a d 1
anladı 1.0	a n n a d 1
denersin 1.0	d e n e r s i n
memlekette 1.0	m e m l e c e t t e
tanımayanlar 1.0	t a n 1 m a j a n 5 a r
tanımayanlar 1.0	t a n 1 m a j a n n a r
uslu 1.0	u s 5 u
oyuncak 1.0	o j u n dZ a k
oynamak 1.0	o j n a m a k
hasreti 1.0	h a s r e t i
ameleye 1.0	a m e l e j e
tedarikine 1.0	t e d a r i c i n e
dudağımı 1.0	d u d a 1 m 1
dudağımı 1.0	d u d a G 1 m 1
dudağımı 1.0	d u d a: m 1
ısırarak 1.0	1 s 1 r a r a k
yıldırım 1.0	j 1 5 d 1 r 1 m
çarpmış 1.0	tS a r p m 1 S
kütüklerden 1.0	c y t y c l e r d e n
piyanodaki 1.0	p i j a n o d a c i
sandığımı 1.0	s a n d 1 G 1 m 1
sandığımı 1.0	s a n d 1: m 1
evvelce 1.0	e v v e l dZ e
yollamıştım 1.0	j o 5 5 a m 1 S t 1 m
kalabalıktık 1.0	k a 5 a b a 5 1 k t 1 k
hakareti 1.0	h a k a: r e t i
kandan 1.0	k a n d a n
temizlemezdi 1.0	t e m i z 5 e m e z d i
konuşmalıyım 1.0	k o n u S m a 5 1 j 1 m
yanımdakilere 1.0	j a n 1 m d a c i l e r e
danstan 1.0	d a n s t a n
piyano 1.0	p i j a n o
sanatını 1.0	s a n a t 1 n 1
izmire 1.0	i z m i r e
konyadan 1.0	k o n j a d a n
otobüse 1.0	o t o b y s e
binmek 1.0	b i n m e c
fundalıktı 1.0	f u n d a 5 1 k t 1
yakarız 1.0	j a k a r 1 z
nöbeti 1.0	n 2 b e t i
yaşaran 1.0	j a S a r a n
geçemeyiz 1.0	gj e tS e m e j i z
bozkır 1.0	b o z k 1 r
köylüsünün 1.0	c 2 j l y s y n y n
beklediğini 1.0	b e c l e d i G i n i
beklediğini 1.0	b e c l e d i: n i
getirdiler 1.0	gj e t i r d i l e r
raporlar 1.0	r a p o r 5 a r
fezlekeler 1.0	f e z l e c e l e r
dudaklarında 1.0	d u d a k 5 a r 1 n d a
çalışamam 1.0	tS a 5 1 S a m a m
duvarlar 1.0	d u w a r 5 a r
yıllanmış 1.0	j 1 5 5 a n m 1 S
eşya 1.0	e S j a:
unutamazlar 1.0	u n u t a m a z 5 a r
ahbaplara 1.0	a h b a p 5 a r a
rastlıyorum 1.0	r a s t 5 1 j o r u m
eğleniyoruz 1.0	e G l e n i j o r u z
eğleniyoruz 1.0	e: l e n i j o r u z
düşüneceğim 1.0	d y S y n e dZ e G i m
düşüneceğim 1.0	d y S y n e dZ e j i m
düşüneceğim 1.0	d y S y n e dZ i: m
istiyorsan 1.0	i s t i j o r s a n
istiyorsan 1.0	i s t i j o s a n
sürtsün 1.0	s y r t s y n
anlatabiliyor 1.0	a n 5 a t a b i l i j o
anlatabiliyor 1.0	a n 5 a t a b i l i j o r
anlatabiliyor 1.0	a n n a t a b i l i j o
anlatabiliyor 1.0	a n n a t a b i l i j o r
yalvardım 1.0	j a 5 v a r d 1 m
ooo 1.0	o o o
haddini 1.0	h a d d i n i
bilmemiş 1.0	b i l m e m i S
tabirle 1.0	t a b i r l e
güdük 1.0	gj y d y c
dikilen 1.0	d i c i l e n
ölmeyeceksin 1.0	2 l m e j e dZ e c s i n
gösterilmek 1.0	gj 2 s t e r i l m e c
istendiği 1.0	i s t e n d i:
istendiği 1.0	i s t e n d i G i
bunlarla 1.0	b u n 5 a r 5 a
bunlarla 1.0	b u n n a r 5 a
münasebetim 1.0	m y n a s e b e t i m
etmese 1.0	e t m e s e
sinirlendirmiyor 1.0	s i n i r l e n d i r m i j o
sinirlendirmiyor 1.0	s i n i r l e n d i r m i j o r
ilahi 1.0	i l a: h i:
yenilmişti 1.0	j e n i l m i S t i
bildiktir 1.0	b i l d i c t i r
kata 1.0	k a t a
gurbete 1.0	g u r b e t e
atılmış 1.0	a t 1 5 m 1 S
atılmış 1.0	a: t 1 5 m 1 S
öğrenmişti 1.0	2 G r e n m i S t i
öğrenmişti 1.0	2: r e n m i S t i
üzümcü 1.0	y z y m dZ y
deresinin 1.0	d e r e s i n i n
çağıltısı 1.0	tS a 1 5 t 1 s 1
çağıltısı 1.0	tS a: 5 t 1 s 1
çağıltısı 1.0	tS a G 1 5 t 1 s 1
dudağının 1.0	d u d a 1 n 1 n
dudağının 1.0	d u d a G 1 n 1 n
dudağının 1.0	d u d a: n 1 n
dişlerinin 1.0	d i S l e r i n i n
boyları 1.0	b o j 5 a r 1
boyları 1.0	b o j l a r 1
vücutlarının 1.0	v y dZ u t 5 a r 1 n 1 n
cebinde 1.0	dZ e b i n d e
arandıktan 1.0	a r a n d 1 k t a n
polislerin 1.0	p o l i s l e r i n
bitirmez 1.0	b i t i r m e z
tanıdığım 1.0	t a n 1 d 1 G 1 m
tanıdığım 1.0	t a n 1 d 1: m
komisyoncu 1.0	k o m i s j o n dZ u
nuri 1.0	n u r i
kimden 1.0	c i m d e n
bulunanlardan 1.0	b u 5 u n a n 5 a r d a n
bulunanlardan 1.0	b u 5 u n a n n a r d a n
arzuları 1.0	a r z u 5 a r 1
bulmaktan 1.0	b u 5 m a k t a n
vazgeçmiştim 1.0	v a z gj e tS m i S t i m
istediğine 1.0	i s t e d i G i n e
istediğine 1.0	i s t e d i: n e
kaprisi 1.0	k a p r i s i
saydım 1.0	s a j d 1 m
bahsetmezdi 1.0	b a h s e t m e z d i
uluyarak 1.0	u 5 u j a r a k
ağladı 1.0	a: 5 a d 1
ağladı 1.0	a G 5 a d 1
inkisara 1.0	i n c i s a: r a
uğrayacağımı 1.0	u G r a j a dZ a G 1 m 1
uğrayacağımı 1.0	u: r a j a dZ a 1 m 1
uğrayacağımı 1.0	u: r a j a dZ a: m 1
edemezdim 1.0	e d e m e z d i m
önündedir 1.0	2 n y n d e d i r
kırlangıçların 1.0	k 1 r 5 a N g 1 tS 5 a r 1 n
mahluklardı 1.0	m a h 5 u k 5 a r d 1
benzemiyorlardı 1.0	b e n z e m i j o 5 a r d 1
benzemiyorlardı 1.0	b e n z e m i j o r 5 a r d 1
yaparlardı 1.0	j a p a r 5 a r d 1
silahlarını 1.0	s i l a h 5 a r 1 n 1
bekleyerek 1.0	b e c l e j e r e c
eteklerine 1.0	e t e c l e r i n e
bitmişti 1.0	b i t m i S t i
ağlamışsın 1.0	a: 5 a m 1 S s 1 n
ağlamışsın 1.0	a G 5 a m 1 S s 1 n
bozkırlardan 1.0	b o z k 1 r 5 a r d a n
tırnakla 1.0	t 1 r n a k 5 a
kazıyarak 1.0	k a z 1 j a r a k
alınır 1.0	a 5 1 n 1 r
gidemezsin 1.0	gj i d e m e z s i n
vuruldum 1.0	v u r u 5 d u m
yakaların 1.0	j a k a 5 a r 1 n
candarmaları 1.0	dZ a n d a r m a 5 a r 1
tanırlardı 1.0	t a n 1 r 5 a r d 1
düşmanım 1.0	d y S m a n 1 m
şaşkınlık 1.0	S a S k 1 n 5 1 k
şaşkınlık 1.0	S a S k 1 n n 1 k
söyleyeceğime 1.0	s 2 j l e j e dZ e G i m e
söyleyeceğime 1.0	s 2 j l e j e dZ e j i m e
söyleyeceğime 1.0	s 2 j l e j e dZ i: m e
inanacak 1.0	i n a n a dZ a k
gramofon 1.0	g 1j r a m o f o n
yanılmışım 1.0	j a n 1 5 m 1 S 1 m
kapak 1.0	k a p a k
kavrulur 1.0	k a v r u 5 u r
rahminin 1.0	r a h m i n i n
atına 1.0	a t 1 n a
buluşmaya 1.0	b u 5 u S m a j a
kanala 1.0	k a n a 5 a
yukarıdaki 1.0	j u k a r 1 d a c i
tarlasına 1.0	t a r 5 a s 1 n a
mevlüt 1.0	m e v 5 y t
şahitlik 1.0	S a h i t l i c
dayanılır 1.0	d a j a n 1 5 1 r
geçirmemiş 1.0	gj e tS i r m e m i S
başımda 1.0	b a S 1 m d a
kızsın 1.0	k 1 z s 1 n
tahkir 1.0	t a h c i r
dövsün 1.0	d 2 w s y n
ankara 1.0	a n k a r a
yolundan 1.0	j o 5 u n d a n
toz 1.0	t o z
bulutu 1.0	b u 5 u t u
yuvarlanıp 1.0	j u v a r 5 a n 1 p
tenoru 1.0	t e n o r u
edeceklerdi 1.0	e d e dZ e c l e r d i
dinleyebilirlerdi 1.0	d i n 5 e j e b i 5 i r 5 e r d i
frenkçe 1.0	f r e n k tS e
meze 1.0	m e z e
veriyorlar 1.0	v e r i j o 5 a r
veriyorlar 1.0	v e r i j o r 5 a r
toptan 1.0	t o p t a n
temizleyecek 1.0	t e m i z l e j e dZ e c
taaa 1.0	t a a a
yatıncaya 1.0	j a t 1 n dZ a j a
lekeleyiverirler 1.0	5 e k e 5 e j i v e r i r 5 e r
oynamış 1.0	o j n a m 1 S
çiftetelli 1.0	tS i f e t e l l i
çiftetelli 1.0	tS i f t e t e l l i
edasını 1.0	e d a: s 1 n 1
atamamıştı 1.0	a t a m a m 1 S t 1
münzevi 1.0	m y n z e v i
duruma 1.0	d u r u m a
değişir 1.0	d e G i S i r
değişir 1.0	d e j i S i r
değişir 1.0	d i: S i r
beyni 1.0	b e j n i
kafasından 1.0	k a f a s 1 n d a n
fırlayacak 1.0	f 1 r 5 a j a dZ a k
anlamayarak 1.0	a n 5 a m a j a r a k
anlamayarak 1.0	a n n a m a j a r a k
olağanüstü 1.0	o 5 a G a n y s t y
olağanüstü 1.0	o 5 a: n y s t y
dedemköy 1.0	d e d e m k 2 j
kanalının 1.0	k a n a 5 1 n 1 n
kıpkırmızıdır 1.0	k 1 p k 1 r m 1 z 1 d 1 r
mehmetle 1.0	m e h m e t 5 e
tavandaki 1.0	t a v a n d a c i
avizeler 1.0	a v i: z e l e r
yaklaşıp 1.0	j a k 5 a S 1 p
uzaklaşıyordu 1.0	u z a k 5 a S 1 j o d u
uzaklaşıyordu 1.0	u z a k 5 a S 1 j o r d u
toparlayamadı 1.0	t o p a r 5 a j a m a d 1
dedikodular 1.0	d e d i c o d u 5 a r
edepsizce 1.0	e d e p s i z dZ e
müteessir 1.0	m y t e e s s i r
parlak 1.0	p a r 5 a k
ışıkları 1.0	1 S 1 k 5 a r 1
benimdi 1.0	b e n i m d i
sallanarak 1.0	s a 5 5 a n a r a k
oteline 1.0	o t e l i n e
kapalıyız 1.0	k a p a 5 1 j 1 z
şahane 1.0	S a h a n e
okkalı 1.0	o k k a 5 1
savurdu 1.0	s a v u r d u
sıkarak 1.0	s 1 k a r a k
ufalttığı 1.0	u f a 5 t t 1 G 1
anlaşıldı 1.0	a n 5 a S 1 5 d 1
düşen 1.0	d y S e n
kökleşti 1.0	c 2 c l e S t i
laflar 1.0	l a f 5 a r
başınızı 1.0	b a S 1 n 1 z 1
yoldayım 1.0	j o 5 d a j 1 m
alıştılar 1.0	a 5 1 S t 1 5 a r
dakikada 1.0	d a c i: c a d a
yiyeceği 1.0	j i j e dZ e G i
yiyeceği 1.0	j i j e dZ e j i
yiyeceği 1.0	j i j e dZ i:
ebediliğe 1.0	e b e d i: l i G e
ebediliğe 1.0	e b e d i: l i j e
süzüleceğim 1.0	s y z y 5 e dZ e G i m
yüksekte 1.0	j y c s e c t e
uçacağız 1.0	u tS a dZ a 1 z
uçacağız 1.0	u tS a dZ a G 1 z
uçacağız 1.0	u tS a dZ a: z
operanın 1.0	o p e r a n 1 n
kısımları 1.0	k 1 s 1 m 5 a r 1
çalınıyordu 1.0	tS a 5 1 n 1 j o d u
çalınıyordu 1.0	tS a 5 1 n 1 j o r d u
tenora 1.0	t e n o r a
rastladıkça 1.0	r a s t 5 a d 1 k tS a
büyüdükçe 1.0	b y j y d y c tS e
çıkarabilirdi 1.0	tS 1 k a r a b i l i r d i
yaa 1.0	j a a
ruhluydu 1.0	r u h 5 u j d u
nişanlın 1.0	n i S a n 5 1 n
nişanlın 1.0	n i S a n n 1 n
yakıp 1.0	j a k 1 p
uzattığım 1.0	u z a t t 1 G 1 m
uzattığım 1.0	u z a t t 1: m
kibritle 1.0	c i b r i t l e
ağarasım 1.0	a G a r a s 1 m
ettir 1.0	e t t i r
düzeltebilmek 1.0	d y z e l t e b i l m e c
suretle 1.0	s u r e t l e
saçmalama 1.0	s a tS m a 5 a m a
konuşmuyorlardı 1.0	k o n u S m u j o 5 a r d 1
konuşmuyorlardı 1.0	k o n u S m u j o r 5 a r d 1
dostumun 1.0	d o s t u m u n
muganniliği 1.0	m u gj a n n i 5 i G i
fraklı 1.0	f 1 r a k 5 1
konserleri 1.0	k o n s e r l e r i
ayın 1.0	a j 1 n
altmışar 1.0	a 5 t m 1 S a r
kuruşla 1.0	k u r u S 5 a
doyuramıyordu 1.0	d o j u r a m 1 j o d u
doyuramıyordu 1.0	d o j u r a m 1 j o r d u
girerdi 1.0	gj i r e r d i
şaşırmıştı 1.0	S a S 1 r m 1 S t 1
yapacağa 1.0	j a p a dZ a G a
kuşluk 1.0	k u S 5 u k
oğlun 1.0	o: 5 u n
oğlun 1.0	o G 5 u n
dolduk 1.0	d o 5 d u k
kandırmaya 1.0	k a n d 1 r m a j a
halilim 1.0	h a 5 i 5 i m
atarak 1.0	a t a r a k
yıkamaya 1.0	j 1 k a m a j a
göğsünü 1.0	gj 2 G s y n y
göğsünü 1.0	gj 2: s y n y
parçalayacakmış 1.0	p a r tS a 5 a j a dZ a k m 1 S
kalbini 1.0	c a l b i n i
kalbini 1.0	c a l b i: n i
tutuyordu 1.0	t u t u j o d u
tutuyordu 1.0	t u t u j o r d u
kardeşinim 1.0	k a r d e S i n i m
tedarikleri 1.0	t e d a r i c l e r i
çobanları 1.0	tS o b a n 5 a r 1
çobanları 1.0	tS o b a n n a r 1
parke 1.0	p a r c e
kurulmuş 1.0	k u r u 5 m u S
sahnemsi 1.0	s a h n e m s i
salondu 1.0	s a 5 o n d u
düğmeyi 1.0	d y G m e j i
düğmeyi 1.0	d y: m e j i
yaşını 1.0	j a S 1 n 1
sonrası 1.0	s o n r a s 1
ferah 1.0	f e r a h
münasebetimizi 1.0	m y n a s e b e t i m i z i
hududunun 1.0	h u d u: d u n u n
durdurmayarak 1.0	d u r d u r m a j a r a k
boşlukta 1.0	b o S 5 u k t a
dolaştırmaya 1.0	d o 5 a S t 1 r m a j a
tekaüt 1.0	t e c a y t
okutamadı 1.0	o k u t a m a d 1
göremeyecektik 1.0	gj 2 r e m e j e dZ e c t i c
silindi 1.0	s i l i n d i
